Blend,Head,Type,Brand,POS,sw1,sw1_POS,sw2,sw2_POS,sw3,sw3_POS,Source,sw source,Definition,LengthDiffSyll,LengthDiffSeg,sw1_stress,sw2_stress,StressReduction,StressHypothesis,SegReduction,sw1length,sw1percent,sw1deleted,sw2length,sw2percent,sw2deleted,SegHypothesis
bletcherous,2,WR,no,adj,blech,int,lecherous,adj,,,Thurner (ND),,"unpleasant, disgusting and nasty",-2,-6,1,1,0,0,0.5,4,0.75,1,6,1,0,1
blort,both,LR,no,n,blow,v,snort,v,,,Thurner (DCS),,"slang term for cocaine, referring to the habit of inhaling it through the nose",0,-2,1,1,0,1,1,3,0.666666667,1,5,0.6,2,0
bloterature,2,WR,no,n,blot,n,literature,n,,,Thurner (SEL),,"a word coined by John Colet (1467-1519), Dean of St. Paul's Cathedral, to describe written works of ""filth and abuse""",-3,-9,1,1,0,0,0.5,4,1,0,7,0.857142857,1,0
blottesque,2,WR,no,adj,blot,n,grotesque,adj,,,Thurner (OED),,characteristic of a roughly executed painting,-1,-5,0,1,1,1,0.5,4,1,0,7,0.571428571,3,0
blowmobile,2,WR,no,n,blow,v,snowmobile,n,,,Thurner (WE),,a snow sledge driven by an airplane propeller,-2,-9,1,1,0,0,0.5,3,1,0,8,0.75,2,0
blunderhead,2,WR,no,n,blunder,v,dunderhead,n,,,Thurner (OED),,"a blundering, muddle-headed person",-1,-4,1,1,0,0,0.5,6,1,0,8,0.875,1,0
blunk,2,LR,no,adj,blind,adj,drunk,adj,,,Thurner (DS),,drug slang for a half-drunk or stuporous condition,0,0,1,1,0,0,1,5,0.4,3,5,0.6,2,1
Boatank,2,WW,yes,n,boat,n,tank,n,,,Thurner (BTC),KS,marine fuel tanks (Bettcher Mfg. Co.),,,,,,,,,,,,,,
Boatape,2,WW,yes,n,boat,n,tape,n,,,Thurner (BTC),KS,electrical tape (Quick-Cable Corp.),,,,,,,,,,,,,,
boatel,2,WR,no,n,boat,n,hotel,n,,,Thurner (WES),,"a hotel located near water, and equipped with docks to accommodate persons traveling by boat; a cruise ship equipped with all the amenities of a large hotel",-1,-4,0,1,1,1,0.5,3,1,0,5,0.8,1,0
bodacious,both,WR,no,adj,bold,adj,audacious,adj,,,Thurner (WE),,complete and unmitigated; extremely bold and brazen,-2,-6,0.5,1,0.5,0,1,4,0.75,1,6,0.833333333,1,1
boil,both,WR,no,n,boy,n,girl,n,,,Thurner (DS),,a teenager whose sex is not immediately discernable,0,-1,1,1,0,1,0.5,2,1,0,3,0.333333333,2,0
boldacious,both,WR,no,adj,bold,adj,audacious,adj,,,Thurner (WE),,complete and unmitigated; extremely bold and brazen,-2,-6,0.5,1,0.5,0,0.5,4,1,0,6,0.833333333,1,0
bombphlet,2,WR,no,n,bomb,n,pamphlet,n,,,Thurner (LWW),,a propaganda leaflet dropped from an airplane,-1,-6,1,1,0,0,0.5,3,1,0,7,0.714285714,2,0
Bondoggle,2,WR,no,n,Bond,n,boondoggle,n,,,Thurner (BAI),,a motion picture that fails in its attempt to imitate the popular formula of a typical James Bond movie,-2,-8,0.5,1,0.5,1,0.5,4,1,0,8,0.875,1,0
boobarian,2,WR,no,n,boob,n,barbarian,n,,,Thurner (AL),,"a habitually crass, stupid or vulgar person. Coined by H. L. Mencken",-3,-12,0.5,1,0.5,1,0.5,3,1,0,9,0.777777778,2,0
boobocracy,2,WR,no,n,boob,n,bureaucracy,n,,,Thurner (MBD),,government by imbeciles. Coined by H. L. Mencken,-3,-13,0,1,1,1,0.5,3,1,0,10,0.7,3,0
booboisie,2,WR,no,n,boob,n,bourgeoisie,n,,,Thurner (AL),,coined by Mencken to describe a class of people distinguished mainly by their stupidity and boorishness,-2,-9,0.5,1,0.5,1,0.5,3,1,0,8,0.625,3,0
booklegger,2,WR,no,n,book,n,bootlegger,n,,,Thurner (TM),,a smuggler of books. Coined as a means of referring to those persons who managed to smuggle copies of the banned first edition of James Joyce's novel Ulysses into the United States,-2,-8,1,1,0,0,0.5,3,1,0,7,0.714285714,2,0
bootician,2,WR,no,n,bootlegger,n,beautician,n,,,Thurner (AL),,"proposed by H. L. Mencken in 1925, at the height of Prohibition, as a means of designating ""a high-toned, big-city bootlegger""",0,-1,0,1,1,1,1,7,0.428571429,4,8,0.875,1,1
boozician,2,WR,no,n,booze,n,musician,n,,,Thurner (DS),,a drunkard,-2,-9,0,1,1,0,0.5,3,1,0,8,0.75,2,0
Bosphorescense,2,LR,no,n,Bosphorus,n,phosphorescence,n,,,Thurner (DS),,"a name given by journalists to the speculative financial investments undertaken by European banks in Turkey during the years 1900-07. The investments were initially promoted as shining opportunities, but they eventually proved to be disastrously unsound for the financiers involved",-1,-5,0.5,1,0.5,1,0.5,7,1,0,10,0.9,1,0
bovie,1,LR,no,n,book,n,movie,n,,,Thurner (MBN),,a book based on the screenplay of a movie and produced in order to capitalize on the movie's popularity,-1,-3,1,1,0,1,1,3,0.333333333,2,4,0.75,1,1
boylesque,2,WR,no,n,boy,n,burlesque,n,,,Thurner (DJ),,"a variety show, particularly one that includes striptease acts and male performer, intented to appeal to a homosexual audience",-1,-6,0.5,1,0.5,1,0.5,2,1,0,6,0.833333333,1,0
Braford,both,LR,no,n,Brahman,n,Hereford,n,,,Thurner (WE),,a variety of beef cattle developed by crossing Brahman and Hereford stock,-1,-3,1,0,1,1,1,6,0.5,3,7,0.571428571,3,1
Bralusion,1,WR,yes,n,bra,n,illusion,n,,,Thurner (BTC),,"foundation garments (Warnaco, Inc.)",,,,,,,,,,,,,,
brandstanding,2,WR,no,n,brand,n,grandstanding,n,,,Thurner (ISC),,ambitious promotion of a brand name product,-2,-11,1,1,0,0,0.5,5,1,0,12,0.916666667,1,0
brangle,both,LR,no,v,brawl,v,wrangle,v,,,Thurner (WE),,a harsh squibble or dispute,-1,-4,1,1,0,1,0.5,4,0.75,1,6,1,0,1
Brangus,both,LR,no,n,Brahman,n,Angus,n,,,Thurner (WES),,a variety of hybrid beef cattle which is 3/8 Brahman and 5/8 Angus stock,0,1,1,1,0,1,0.5,6,0.5,3,5,1,0,1
branwagon,2,WR,no,n,bran,n,bandwagon,n,,,Thurner (NW),sw2 - KS,"a word used to describe the food industry's rush to introduce new products containing bran, promoted as an important element in a healthy diet",-2,-9,1,1,0,0,0.5,4,1,0,9,0.888888889,1,0
brattitude,2,WW,no,n,brat,n,attitude,n,,,Thurner (DA),,"the characteristically stubbor, arrogant, or ill-mannered behavior of adolescents, especially while attending school",-2,-6,1,1,0,0,0,4,1,0,6,1,0,0
breviloquence,both,LR,no,n,brevity,n,eloquence,n,,,Thurner (WE),,characterized by brevity in one's speech,0,-1,0.5,1,0.5,0,0.5,7,0.714285714,2,8,1,0,1
Bridallure,2,WW,yes,n,bridal,adj,allure,n,,,Thurner (BTC),KS,bridal gowns (Alfred Angelo),,,,,,,,,,,,,,
brinkles,2,LR,no,n,bed,n,wrinkles,n,,,Thurner (FW),,"marks left on a person's face by folds or seams in a blanket, sheet, or pillow after awakening",-1,-6,1,1,0,0,0.5,3,0.333333333,2,7,1,0,1
Brisbanality,2,WW,no,n,Brisbane,n,banality,n,,,Thurner (AL),,"a derisive name given to the notoriously platitudinous comments of Arthur Brisbane, former editor and columnist for the chain of newspapers owned by William Randolph Hearst",-2,-5,0.5,1,0.5,1,0.5,7,0.857142857,1,8,1,0,1
broast,both,LR,no,v,broil,v,roast,v,,,Thurner,,a commercial method of cooking that involved deep frying food at higher than ordinary temperatures for a shorter time in order to preserve more of its flavor,0,0,1,1,0,1,0.5,4,0.5,2,4,1,0,1
broccoflower,both,LR,no,n,broccoli,n,cauliflower,n,,,Thurner,,a vegetable that is green like broccoli but with a compact head of fleshy stalks and buds that is similar to cauliflower,-1,-3,1,1,0,1,1,7,0.857142857,1,8,0.75,2,0
bromidiom,2,LW,no,n,bromide,n,idiom,n,,,Thurner (WE),,a commonplace or hackneyed expression,-1,-1,1,1,0,0,0.5,6,0.833333333,1,5,1,0,1
brunch,both,LR,no,n,breakfast,n,lunch,n,,,Thurner (YNW),,"a meal combining elements of breakfast and lunch, or served midway between the time when breakfast and lunch are customarily eaten",1,6,1,1,0,1,1,8,0.375,5,4,0.75,1,1
bruncheon,both,LR,no,n,breakfast,n,luncheon,n,,,Thurner (SWW),,"a more recent variation of brunch, apparently coined because of its snob appeal",0,2,1,1,0,1,1,8,0.375,5,6,0.833333333,1,1
brunner,both,LMR,no,n,breakfast,n,lunch,n,dinner,n,Thurner (BN),,all three meals of the day combined into one ample feast,,,,,,,,,,,,,,
brutal nitrate,2,WR,no,n,brutal,adj,butyl nitrate,n,,,Thurner (BDN),,"the colloquial name given to butyl nitrate, a stimulant containing isobutyl alcohol, also known as ""popper"" or ""poor man's cocaine""",-2,-10,1,1,0,0,0.5,6,1,0,12,0.916666667,1,0
brutalitarian,2,WR,no,adj,brutal,adj,totalitarian,adj,,,Thurner (WE),,one who advocates or practices physical brutality as an aspect of personal behavior or political doctrine,-4,-14,0,1,1,1,1,6,0.833333333,1,12,0.833333333,2,0
buffion,both,LR,no,n,buffoon,n,ruffian,n,,,Thurner (OED),,a buffoon,-1,-3,0,1,1,0,1,5,0.8,1,6,0.833333333,1,1
bulimarexia,both,LR,no,n,bulimia,n,anorexia,n,,,Thurner (OED),,"an eating disorder consisting of frequent binging and purgin, practiced as a means of sustaining weight loss and controlling appetite",-1,-2,0.5,1,0.5,0,0.5,8,1,0,8,0.75,2,0
bullionare,2,WR,no,n,bullion,n,billionaire,n,,,Thurner (BAI),,one who has become wealthy by dealing in the gold market,-1,-4,1,0.5,0.5,0,0.5,6,1,0,8,0.875,1,0
bungaloafer,2,WW,no,n,bungalow,n,loafer,n,,,Thurner (BL),,a person who lounges about in a bungalow,1,5,0.5,1,0.5,1,0,7,1,0,4,1,0,0
bungersome,2,LR,no,adj,bungle,v,cumbersome,adj,,,Thurner (WE),,awkward or clumsy,-1,-4,1,1,0,0,1,6,0.833333333,1,8,0.625,3,0
bureaucrap,2,LW,no,n,bureaucrat,n,crap,n,,,Thurner (WAW),,a derisive name for the official pronouncements of government agencies,2,9,1,0.5,0.5,0,0.5,9,0.888888889,1,4,1,0,1
bureaucrazy,2,LW,no,adj,bureaucracy,n,crazy,adj,,,Thurner (BDN),,government policy or procedure that is characterized by illogic and confusion,2,9,0,1,1,1,0.5,10,0.7,3,5,1,0,1
bureaucrock,both,LW,no,n,bureaucrat,n,crock,n,,,Thurner (BAI),,"a pretentious, incompetent government official",2,9,1,0.5,0.5,1,0.5,9,0.777777778,2,4,1,0,1
bureausis,2,LR,no,n,bureaucracy,n,neurosis,n,,,Thurner (WO),,an inability to cope with even the simplest of bureaucratic rules and regulations,1,5,1,1,0,0,1,10,0.6,4,7,0.857142857,1,1
burletta,both,LR,no,n,burlesque,n,operetta,n,,,Thurner (MBD),,a short comic opera,-2,-4,1,1,0,1,1,6,0.666666667,2,6,0.666666667,2,0
buscapade,2,WR,no,n,bus,n,escapade,n,,,Thurner (TM),,a group tour by bus that is enlivened by a series of improbable events or comic misadventures,-2,,1,1,0,0,0.5,3,1,0,7,0.857142857,1,0
butterine,both,WR,no,n,butter,n,margarine,n,,,Thurner (AL),,"a blend of margarine and butter, resulting in a product that is supposed to taste like butter, with less fat and calories",-1,,1,1,0,1,0.5,4,1,0,7,0.428571429,4,0
buttlegger,2,WR,no,n,butt,n,bootlegger,n,,,Thurner (BNE),,a person engaging in the ilegal transport or sale of cigarettes upon which no taxes have been paid,-2,,1,1,0,0,0.5,3,1,0,7,0.857142857,1,0
cabarazy,2,WR,no,adj,cabaret,n,crazy,adj,,,Thurner (BL),,a psychological condition characterized by an obsession with nightclubs and the gaudy lifestyle of the cabaret,1,,1,1,0,0,0.5,5,1,0,5,0.8,1,0
cabatoe,both,LR,no,n,cabbage,n,potato,n,,,Thurner (WO),,a hybrid plant which produces a head of cabbage aboveground and potatoes below,-1,,0,1,1,0,1,5,0.6,2,6,0.5,3,0
cafetorium,both,LR,no,n,cafeteria,n,auditorium,n,,,Thurner (SEL),,a room in a school that is used as both a cafeteria and an auditorium,0,,1,1,0,1,1,9,0.888888889,1,9,0.777777778,2,0
Calada,both,LR,yes,n,California,n,Nevada,n,,,Thurner (NOL),,a name given to one of three locations on the California-Nevada border where railroads crossed in the mid-19th century,,,,,,,,,,,,,,
Califamous,2,LW,no,adj,California,n,famous,adj,,,Thurner (TND),,"slips (Blou Slip Co., Inc.)",2,,1,1,0,0,0.5,10,0.6,4,5,1,0,1
californicate,2,LW,no,v,California,n,fornicate,v,,,Thurner (BNE),,"the process by which natural landscape is ravaged by uncontrolled urban sprawl, in the manner typical of Southern California",1,,1,1,0,0,0.5,10,0.8,2,8,1,0,1
calligram,both,LR,no,n,calligraphy,n,anagram,n,,,Thurner (DJ),,a visual pun; a word drawn or printed to form a visually arresting picture or image,1,,0,1,1,0,1,9,0.444444444,5,7,0.857142857,1,1
Calmanac,both,LW,yes,n,calendar,n,almanac,n,,,Thurner (BTC),,"calendars (Colombian Art Works, Inc.)",,,,,,,,,,,,,,
Calneva,both,LL,yes,n,California,n,Nevada,n,,,Thurner (NOL),,a name given to one of three locations on the California-Nevada border where railroads crossed in the mid-19th century,,,,,,,,,,,,,,
Calvada,both,LR,yes,n,California,n,Nevada,n,,,Thurner (NOL),,a name given to one of three locations on the California-Nevada border where railroads crossed in the mid-19th century,,,,,,,,,,,,,,
camelcade,2,WR,no,n,camel,n,cavalcade,n,,,Thurner (AL),,"a procession of camels, as in a caravan",-1,,1,1,0,0,0.5,5,1,0,8,0.875,1,0
camelry,2,WR,no,n,camel,n,cavalry,n,,,Thurner (WE),,a contingent of troops mounted on camels,-1,,1,1,0,0,0.5,5,1,0,7,0.857142857,1,0
camerabatics,2,WR,no,n,camera,n,acrobatics,n,,,Thurner (BAI),,unorthodox activities or behavior involving the use of a camera,-1,,0.5,1,0.5,1,0.5,5,1,0,10,0.8,2,0
Cameralarm,2,WW,yes,n,camera,n,alarm,n,,,Thurner (TND),KS,"gadget bag with built-in alarm (Spiratone, Inc.)",,,,,,,,,,,,,,
camerantics,2,WR,no,n,camera,n,antics,n,,,Thurner (BAI),,unorthodox activities or behavior involving the use of a camera,1,,0.5,1,0.5,1,0.5,5,0.8,1,6,1,0,1
camerature,2,WR,no,n,camera,n,caricature,n,,,Thurner (WO),,a distorted photographic portrait,-1,,1,1,0,0,0.5,5,1,0,8,0.5,4,0
Camford,both,LR,no,n,Cambridge,n,Oxford,n,,,Thurner,,a collective term for the English universities of Oxford and Cambridge,0,,1,1,0,1,1,7,0.428571429,4,6,0.666666667,2,1
camouflanguage,2,WR,no,n,camouflage,n,language,n,,,Thurner (AM),,language which is intended to deceive or in some way to disguise the truth,1,,0.5,0.5,0,0,0.5,8,0.75,2,7,1,0,1
camporee,2,WR,no,n,camp,n,jamboree,n,,,Thurner (WE),,a gathering of boy scouts or girl scouts for the purpose of holding contests or exhibitions of scoutcraft,-2,,1,1,0,0,0.5,4,1,0,7,0.714285714,2,0
Campusport,2,WW,yes,n,campus,n,sport,n,,,Thurner (BTC),KS,sportswear (Campus Sportswear Co.),,,,,,,,,,,,,,
Canadarm,2,WW,yes,n,Canada,n,arm,n,,,Thurner (BDC),KS,a remote-controlled device which was built in Canada for use on the American space shuttle to manipulate cargo in space,,,,,,,,,,,,,,
Canalaska,both,LW,yes,n,Canada,n,Alaska,n,,,Thurner (NA),,the name of a mountain situated on the border of Alaska and Canada,,,,,,,,,,,,,,
candelabracadabra,2,WW,no,n,candelabra,n,abracadabra,expr,,,Thurner (TM),,"literally, the ""magic of candlelight""; the means by which candles are used to create distinctive moods or decorative effects",-1,,0.5,1,0.5,1,0,10,1,0,11,1,0,0
Candelicious,1,WW,yes,n,candy,n,delicious,adj,,,Thurner (BTC),KS,candy (Warner-Lambert Co.),,,,,,,,,,,,,,
canogganing,2,LR,no,n,canoe,n,tobogganing,n,,,Thurner (WO),,a winter sport in which one or more persons slide downhill by riding a canoe instead of a toboggan,-2,,1,1,0,0,1,4,0.75,1,9,0.777777778,2,1
canoodle,2,LR,no,v,canoe,n,paddle,v,,,Thurner (BL),,the act of paddling a canoe,0,,1,1,0,0,0.5,4,1,0,5,0.6,2,0
Canvaseal,2,WW,yes,n,canvas,n,seal,n,,,Thurner (BTC),KS,"canvas waterproofing coating (Everseal Mfg. Co., Inc.)",,,,,,,,,,,,,,
Canvaskin,2,WW,yes,n,canvas,n,skin,n,,,Thurner (BTC),KS,canvas textured paper (Bee Paper Co.),,,,,,,,,,,,,,
caplet,both,LR,no,n,capsule,n,tablet,n,,,Thurner (BAR),,a coated medicine tablet in the shape of a capsule,0,,1,1,0,1,1,6,0.666666667,2,6,0.666666667,2,0
caraburger,2,LW,no,n,carabao,n,burger,n,,,Thurner (LWW),,"ground meat derived from the carabao, a species of water buffalo native to the Philippines",1,,1,1,0,0,0.5,6,0.833333333,1,4,1,0,1
carbecue,2,WR,no,n,car,n,barbecue,n,,,Thurner (OWW),,a room-sized oven which is designed to melt away the unsalvageable components of an automobile while it revolves on a large spit,-2,,1,1,0,0,0.5,3,1,0,8,0.875,1,0
Carboloy,2,LR,yes,n,carbon,n,alloy,n,,,Thurner (WE),KS,"trademark for a hard metallic substance produced through powder metallurgy, consisting primarily of cemented carbide of tungsten, with cobalt or nickel as a binder",,,,,,,,,,,,,,
carcinomenclature,2,LW,no,n,carcinoma,n,nomenclature,n,,,Thurner (WAW),sw1 - KS,a derisive name for government gobbledygook.,0,,1,1,0,0,0,9,1,0,10,1,0,0
Cargoyle,1,WR,yes,n,car,n,gargoyle,n,,,Thurner (BTC),KS,"toy vehicles (Mattel, Inc.)",,,,,,,,,,,,,,
carideer,both,LR,no,n,caribou,n,reindeer,n,,,Thurner (WE),,a hybrid of the caribou and reindeer,1,,1,0,1,1,1,6,0.666666667,2,6,0.666666667,2,0
carnibbleous,matrix,embed,no,adj,carnivorous,adj,nibble,n,,,Thurner (BL),,carnivorous,,,,,,,,,,,,,,
carnivoracity,2,LW,no,n,carnivorous,adj,voracity,n,,,Thurner (OED),,an acute appetite for flesh,0,,0.5,1,0.5,1,0.5,9,0.888888889,1,7,1,0,1
Carpentree,1,orth,yes,n,carpentry,n,tree,n,,,Thurner (BTC),KS,"framed pictures and prints (Carpentree, Inc.)",,,,,,,,,,,,,,
Carroushelf,2,LW,yes,n,carousel,n,shelf,n,,,Thurner (BTC),KS,"lazy susans (Lescoa, Inc.)",,,,,,,,,,,,,,
cassingle,both,LW,no,n,cassette,n,single,n,,,Thurner (BAR),,"a tape cassette consisting of only one or two recorded songs, marketed to take the place of ""single"" 45 rpm records",0,,1,1,0,1,0.5,5,0.6,2,6,1,0,1
catapunch,2,LW,no,n,catapult,n,punch,n,,,Thurner,,a spring-activated center punch which can be used to stamp or pierce metal without employing a hammer,2,,1,0.5,0.5,0,0.5,8,0.75,2,4,1,0,1
catazine,both,LR,no,n,catalog,n,magazine,n,,,Thurner (BNW),,a sales catalog which also features some editorial content,0,,0.5,0,0.5,1,1,7,0.571428571,3,7,0.714285714,2,1
cattalo,both,WR,no,n,cattle,n,buffalo,n,,,Thurner (FO),,"a meat animal that has been bred in the United States since the 1880s, produced by crossing a female polled Angus with a male American bison",-1,,1,1,0,1,0.5,5,1,0,6,0.5,3,0
Catviar,2,WR,yes,n,cat,n,caviar,n,,,Thurner (BTC),KS,cat food (Ralston Purina Co.),,,,,,,,,,,,,,
Cedaroma,both,WW,yes,n,cedar,n,aroma,n,,,Thurner (TND),KS,"red-cedar gifts and accessories (Blair Cedar & Novelty Works, Inc.)",,,,,,,,,,,,,,
celebutante,both,LR,no,n,celebrity,n,debutante,n,,,Thurner (BDC),,a young woman who becomes a celebrity upon her first appearance in society; someone who seeks the limelight by associating with celebrities,1,,1,1,0,1,1,9,0.666666667,3,9,0.888888889,1,1
cellophane,both,LR,no,n,cellulose,n,diaphane,n,,,Thurner (WSC),,"transparent sheets of material composed primarily of cellulose and diaphane, widely used in various types of product packaging",0,,1,1,0,1,1,8,0.5,4,6,0.5,3,0
celtuse,both,LR,no,n,celery,n,lettuce,n,,,Thurner (WE),,"a celery-like vegetable derived from a variety of lettuce, with thick, succulent stems and unpalatable leaves",1,,1,1,0,1,1,5,0.6,2,5,0.8,1,1
Cemestos,both,LR,yes,n,cement,n,asbestos,n,,,Thurner (AS),KS,"trade name for a wall panel made of fiberboard with asbestos cement facings, used exensively during the post-war building boom in the United States in the construction of prefabricated homes",,,,,,,,,,,,,,
censcissor,both,LW,no,v,censor,v,scissor,v,,,Thurner (PBW),,the excising of morally objectional material from a written work,0,,0.5,1,0.5,0,0,5,1,0,4,1,0,0
Centrahoma,2,LR,yes,n,central,adj,Oklahoma,n,,,Thurner (NOL),,the name of a city in central Oklahoma,,,,,,,,,,,,,,
Centralia,2,LR,yes,n,central,adj,Australia,n,,,Thurner (OED),,a name given to the remote central region of the Australian continent,,,,,,,,,,,,,,
ceramagnet,2,LW,no,n,ceramic,n,magnet,n,,,Thurner (DST),,a magnet that is a composite of metallic and ceramic materials,1,,0,1,1,1,0.5,6,0.666666667,2,6,1,0,1
ceramal,both,LL,no,n,ceramic,n,alloy,n,,,Thurner (OED),,"a combination of ceramic materials and metal alloys, resulting in a substance noted for its resistance to high temperatures",,,,,,,,,,,,,,
cermet,both,LL,no,n,ceramic,n,metal,n,,,Thurner (OED),,"a combination of ceramic materials and metal alloys, resulting in a substance noted for its resistance to high temperatures",,,,,,,,,,,,,,
chaffinch,2,WW,no,n,chaff,n,finch,n,,,Thurner (OED),,"a species of finch, named for its habit of scratching for food among threshed or winnowed husks of grain",0,,1,0.5,0.5,0,0,3,1,0,4,1,0,0
chairborne,2,WR,no,adj,chair,n,airborne,adj,,,Thurner (LWW),,the status of Air Force officers who were assigned to desk jobs instead of flying combat missions during World War II,-1,,1,1,0,0,0,3,1,0,6,1,0,0
chairoplane,1,WW,no,n,chair,n,aeroplane,n,,,Thurner (WE),,an amusement park ride consisting of a revolving wheel with seats hanging on chains so that they swing out when the wheel is revolved,-2,,1,1,0,1,0,3,1,0,7,1,0,0
Charaids,2,orth,yes,n,charades,n,aids,n,,,Thurner (BTC),KS,"preselected titles for charades (Learning Things, Inc.)",,,,,,,,,,,,,,
charitarian,2,LR,no,n,charity,n,humanitarian,n,,,Thurner (WE),,a person who devotes a large amount of time and energy to charitable activities,-3,,0.5,1,0.5,1,0.5,6,1,0,13,0.461538462,7,0
Charmaternity,2,WW,yes,n,charm,n,maternity,n,,,Thurner (BTC),KS,"nursing and maternity bras (Charma, Inc.)",,,,,,,,,,,,,,
Charmour,2,WW,yes,n,charm,n,armor,n,,,Thurner (BTC),KS,"bras and girdles (Charma, Inc.)",,,,,,,,,,,,,,
chastigate,both,LR,no,v,chastise,v,castigate,v,,,Thurner (SSS),,to correct by rebuke or admonishment,-1,,1,1,0,1,1,6,0.666666667,2,8,0.875,1,1
